section,number,title,crn,cap,enrl,avail,instructor_last,instructor_first,dates,restrictions,prerequisites,delivery,days,start,end,building,room,credits,fee,fee_type
MATH,312,Proofs in Elementary Analysis,22118,20,12,8,Nyman,Adam,04/02-06/14,OV,MATH 226; MATH 302 or MATH 309. Restricted to majors and minors during Registration Phase 1.,Face-to-Face,MTRF,1400.0,1450.0,B,H,2,,01 	4
MATH,331,Ordinary Differentl Equations,20033,30,21,9,Pei,Yuan,04/02-06/14,OV,Math 204; Math 224 recommended or concurrent.,Face-to-Face,MTRF,900.0,950.0,M,H,1,,03 	4
MATH,331,Ordinary Differentl Equations,21212,30,27,3,Glimm,Tilmann,04/02-06/14,OV,Math 204; Math 224 recommended or concurrent.,Face-to-Face,MTRF,2400.0,2450.0,B,H,1,,05 	4
MATH,341,Probability/Statistical Infrnc,20034,30,24,6,Sarkar,Amites,04/02-06/14,OV,MATH 125 or MATH 135 or MATH 138,Face-to-Face,MTRF,900.0,950.0,B,H,1,,04 	4
MATH,341,Probability/Statistical Infrnc,20248,30,25,5,Piyadi Gamage,Ramadha,04/02-06/14,OV,MATH 125 or MATH 135 or MATH 138,Face-to-Face,MTRF,1000.0,1050.0,O,M,5,,87 	4
MATH,341,Probability/Statistical Infrnc,21103,30,30,0,Cohen,Jessica Strowbridge,04/02-06/14,OV,MATH 125 or MATH 135 or MATH 138,Face-to-Face,MTRF,2400.0,2450.0,M,H,1,,13 	4
MATH,341,Probability/Statistical Infrnc,21213,30,30,0,Noguchi,Kimihiro,04/02-06/14,OV,MATH 125 or MATH 135 or MATH 138,Face-to-Face,MTRF,1300.0,1350.0,M,H,1,,13 	4
MATH,341,Probability/Statistical Infrnc,21857,10,6,4,Faust,Douglas Karl,04/02-06/14,MJ XBS-CISS OV,MATH 125 or MATH 135 or MATH 138,Face-to-Face WWU Location: Poulsbo,TR,1630.0,1820.0,P,L,4,,
MATH,342,Statistical Methods I,20178,35,32,3,Anderson,Amy Dawn,04/02-06/14,OV,MATH 204 or concurrent; and MATH 341 or MATH 345 or MATH 346 or EECE 346.,Face-to-Face,MTRF,1300.0,1350.0,B,H,1,,06 	4
MATH,343,Statistical Methods II,21480,35,19,16,Chan,Victor,04/02-06/14,OV,MATH 342.,Face-to-Face,MTRF,1400.0,1450.0,B,H,1,,12 	4
MATH,345,Statistics for Engineering,22119,35,2,33,Piyadi Gamage,Ramadha,04/02-06/14,OV,MATH 125 or MATH 135 or MATH 138.,Face-to-Face,MW,1600.0,1750.0,B,H,1,,06 	4
MATH,371,Teaching P-3 Mathematics I,22728,17,15,2,Chen,Liz,04/02-06/14,OV,"Suitable math assessment score, or a grade of C or better in MATH 111 or MATH 112, or college intermediate or higher level course in mathematics.",Face-to-Face QSR,MW,800.0,950.0,B,H,4,,04 	4
MATH,381,Teaching K-8 Mathematics I,20495,23,16,7,McFall,Jennifer Elaine,04/02-06/14,OV,"MATH 111 or MATH 112 or college intermediate algebra course with a C or better or suitable math assessment score; a C or better in one of ELED 305, ELED 372, SPED 420, ECE 391; prerequisites must have been met within the last 5 years.",Face-to-Face,TR,800.0,950.0,B,H,4,,04 	4
MATH,381,Teaching K-8 Mathematics I,21214,24,13,11,Markworth,Kim,04/02-06/14,OV,"MATH 111 or MATH 112 or college intermediate algebra course with a C or better or suitable math assessment score; a C or better in one of ELED 305, ELED 372, SPED 420, ECE 391; prerequisites must have been met within the last 5 years.",Face-to-Face,TR,1400.0,1550.0,B,H,4,,04 	4
MATH,382,Teaching K-8 Mathematics II,20035,24,5,19,Rupe,Katie,04/02-06/14,OV,MATH 381 with a C or better,Face-to-Face,TR,1000.0,1150.0,B,H,4,,04 	4
MATH,382,Teaching K-8 Mathematics II,20496,23,23,0,Borowski,Rebecca,04/02-06/14,OV,MATH 381 with a C or better,Face-to-Face,MW,1200.0,1350.0,B,H,4,,04 	4
MATH,383,Teaching K-8 Mathematics,20449,11,25,-14,Rupe,Katie,04/02-06/14,OV,MATH 382 with a C or better at WWU,Face-to-Face,MW,1000.0,1150.0,B,H,4,,04 	4
MATH,383,Teaching K-8 Mathematics,20518,21,13,8,Chen,Liz,04/02-06/14,OV,MATH 382 with a C or better at WWU,Face-to-Face,TR,1200.0,1350.0,B,H,4,,04 	4
MATH,402,Intro to Abstract Algebra,20179,25,13,12,Berget,Andrew,04/02-06/14,OV,MATH 401,Face-to-Face,MTRF,900.0,950.0,B,H,2,,27 	4
MATH,419,Historicl Perspectives of Math,20689,20,19,1,Anderson,Amy Dawn,04/02-06/14,OV,12 credits upper-division math,Face-to-Face WP3,MTR,1100.0,1150.0,B,H,1,,14 	3
MATH,419,Historicl Perspectives of Math,20790,20,8,12,Hartenstine,David Ashley,04/02-06/14,OV,12 credits upper-division math,Face-to-Face WP3,MTR,1400.0,1450.0,M,H,1,,14 	3
MATH,432,Systems of Differntl Equations,20328,35,33,2,Glimm,Tilmann,04/02-06/14,OV,MATH 226; and one of the following pairs: MATH 204 and MATH 331; or MATH 203 and MATH 303. New Time New Room,Face-to-Face,MTRF,1000.0,1050.0,B,H,1,,05 	4
MATH,438,Intro to Complex Variables,23683,25,10,15,Smit Vega Garcia,Mariana,04/02-06/14,OV,MATH 225 and MATH 312,Face-to-Face,MWF,1300.0,1420.0,M,H,2,,31 	4
MATH,443,Linear Statistical Models,23685,25,7,18,Chan,Victor,04/02-06/14,OV,"MATH 441/541, and either MATH 342 or MATH 442/542, or equivalent(s). New Room",Face-to-Face,MTRF,2400.0,2450.0,B,H,4,,01 	4
MATH,447,Multivariate Statistics,22379,35,28,7,Noguchi,Kimihiro,04/02-06/14,OV,MATH 342.,Face-to-Face,MTRF,1500.0,1550.0,H,H,2,,33 	4
MATH,483,Teaching Secondary Math,20180,30,12,18,Cohen,Jessica Strowbridge,04/02-06/14,MJ ED OV,"Minimum of two upper-division math courses, SEC 431, or permission of instructor.",Face-to-Face,MW,1400.0,1650.0,B,H,4,,04 	4
MATH,490,Senior Project,24208,1,1,0,Meier,Jeffrey Lee,04/02-06/14,OV,Permission of the Department Chair. New Section,,,,,,,,,
MATH,491,Intrnshp Sem: TeachK-8 MATH,20500,2,23,-21,Neyman,Sarah,04/02-06/14,ED OV,MATH 383 with a C or better at WWU,Face-to-Face,W,1700.0,1850.0,B,H,4,,04 	2
MATH,502,Abstract Algebra,23723,10,3,7,Berget,Andrew,04/02-06/14,GR GR PB PM OV,MATH 401 or equivalent,Face-to-Face,MTRF,900.0,950.0,B,H,2,,27 	4
MATH,525,Topology,23701,15,6,9,Meier,Jeffrey Lee,04/02-06/14,GR GR PB PM OV,MATH 521,Face-to-Face,MTRF,1500.0,1550.0,B,H,3,,17 	4
MATH,527,Real Analysis,23702,15,14,1,Benyi,Arpad,04/02-06/14,GR GR PB PM OV,MATH 522,Face-to-Face,MTRF,1100.0,1150.0,B,H,2,,01 	4
MATH,535,Nonlinear Optimization,22380,10,0,10,Barnard,Rick,04/02-06/14,GR GR PB PM OV,"MATH 204, MATH 224; CSCI 140 or CSCI 141 or MATH 307.",Face-to-Face,MTRF,1100.0,1150.0,O,M,5,,85 	4
MATH,538,Complex Variables,23684,10,6,4,Smit Vega Garcia,Mariana,04/02-06/14,GR GR PB PM OV,MATH 312 or equivalent.,Face-to-Face,MWF,1300.0,1420.0,M,H,2,,31 	4
MATH,543,Linear Statistical Models,23686,10,1,9,Chan,Victor,04/02-06/14,GR GR PB PM OV,"MATH 441/541, and either MATH 342 or MATH 442/542 or equivalent(s). New Room",Face-to-Face,MTRF,2400.0,2450.0,B,H,4,,01 	4
MATH,564,Graph Theory,23703,15,15,0,Sarkar,Amites,04/02-06/14,GR GR PB PM OV,,Face-to-Face,MTR,2400.0,2450.0,B,H,2,,01 	3
MATH,575,Numerical Analysis,22381,10,0,10,Barnard,Rick,04/02-06/14,GR GR PB PM OV,"MATH 224, M/CS 375",Face-to-Face,MTRF,900.0,950.0,B,H,1,,12 	4
MATH,595,Teaching Algebra & Precalculus,22465,10,1,9,Ragsdale,Kim,04/02-06/14,GR GR PB PM OV,,,,,,,,,,
MATH,691,Required Project,23724,15,6,9,Hartenstine,David Ashley,04/02-06/14,GR GR PB PM OV,advancement to candidacy,,,,,,,,,
MATH,699,Continuous Enrollment,22776,10,0,10,Patrick,David L.,04/02-06/14,GR GR PB PM OV,Mathematics/Computer Science Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,,,,,,,,,
M/CS,335,Linear Optimization,22362,35,27,8,Deeney,Megan,04/02-06/14,OV,MATH 204; and one of CSCI 140 or CSCI 141 or MATH 307.,Face-to-Face,MTRF,1400.0,1450.0,B,H,1,,05 	4
M/CS,375,Numerical Computation,21365,35,18,17,Ypma,Tjalling Johannes,04/02-06/14,OV,MATH 204; CSCI 140 or CSCI 141 or MATH 307. New Time,Face-to-Face,MTRF,1100.0,1150.0,B,H,3,,19 	4
M/CS,435,Nonlinear Optimization,21215,25,16,9,Barnard,Rick,04/02-06/14,OV,MATH 204; MATH 224; MATH 331; CSCI 140 or CSCI 141 or MATH 307.,Face-to-Face,MTRF,1100.0,1150.0,O,M,5,,85 	4
M/CS,475,Numerical Analysis,20451,25,15,10,Barnard,Rick,04/02-06/14,GR GR PB PM OV,"admission to MMus degree program MUS 690	Thesis	22832	10	4	6	Dudenbostel, Ryan Keith	04/02-06/14 MUS 699	Continuous Enrollment	23349	5	0	5	Patrick, David L.	04/02-06/14 Nursing Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs",Face-to-Face,W,1200.0,1320.0,PA,024,1,,23 	2
NURS,401,Transtns in Prof Nrsg Practice,21545,45,24,21,Branson,Sandy,04/02-06/14,MJ OV,Admission to the RN-to-BSN program.,,,,,,,,,
NURS,401,Transtns in Prof Nrsg Practice,23868,45,14,31,Branson,Sandy,04/02-06/14,MJ OV,Admission to the RN-to-BSN program. New Section,,,,,,,,,
NURS,422,Organizational Change,21546,25,23,2,Espina,Christine Renee,04/02-06/14,MJ OV,"NURS 402; co-requisite: NURS 423. In-person dates: 4/2, 4/9, 5/7, 6/4",Hybrid,T,830.0,1150.0,M,H,1,,56 	4
NURS,422,Organizational Change,21675,25,16,9,Espina,Christine Renee,04/02-06/14,MJ OV,"NURS 402; co-requisite: NURS 423. Course meets in Miller Hall classroom four time, dates TBD.",Hybrid,R,830.0,1150.0,M,H,1,,56 	4
NURS,423,Org Change Prac Exp,21847,16,16,0,Espina,Christine Renee,04/02-06/14,MJ OV,NURS 402; co-requisite: NURS 422. Arrange 20 hours of practice experience with instructor.,,,,,,,,,
NURS,423,Org Change Prac Exp,22400,15,10,5,Wahler,Katie,04/02-06/14,MJ OV,NURS 402; co-requisite: NURS 422. Arrange 20 hours of practice experience with instructor.,,,,,,,,,
NURS,423,Org Change Prac Exp,23822,15,13,2,Nixon,Devyn N.,04/02-06/14,OV,NURS 402; co-requisite: NURS 422. Arrange 20 hours of practice experience with instructor.,,,,,,,,,
NURS,432,Community-Based Care,21547,25,23,2,Nixon,Devyn N.,04/02-06/14,MJ OV,"NURS 412; co-requisiste: NURS 433. In-person dates: 4/2, 4/9, 5/7, 6/4",Hybrid,T,1300.0,1630.0,M,H,1,,56 	4
NURS,432,Community-Based Care,21676,25,15,10,Nixon,Devyn N.,04/02-06/14,MJ OV,"NURS 412; co-requisiste: NURS 433. Course meets in Miller Hall classroom four times, dates TBD.",Hybrid,R,1300.0,1630.0,M,H,1,,56 	4
NURS,433,Comm-Based Care Prac Exp,21548,15,14,1,Nixon,Devyn N.,04/02-06/14,MJ OV,NURS 412; co-requisite: NURS 432. Arrange 20 hours of practice experience with instructor.,,,,,,,,,
NURS,433,Comm-Based Care Prac Exp,22401,15,10,5,Wahler,Katie,04/02-06/14,MJ OV,NURS 412; co-requisite: NURS 432. Arrange 20 hours of practice experience with instructor.,,,,,,,,,
NURS,433,Comm-Based Care Prac Exp,23823,15,14,1,Espina,Christine Renee,04/02-06/14,MJ OV,OPS 360 or MFGE 341; major restricted. Philosophy Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face WP1,MW,800.0,950.0,P,H,1,,04 	4
PHIL,107,Critical Thinking,22460,45,40,5,Lee,Christian Ryan,04/02-06/14,OV,,Face-to-Face,TR,1400.0,1515.0,O,M,4,,83 	3
PHIL,107,Critical Thinking,22461,45,43,2,Lee,Christian Ryan,04/02-06/14,OV,,Face-to-Face,TR,1600.0,1715.0,B,H,2,,17 	3
PHIL,112,Intro: Moral Issues,20347,45,43,2,Howard-Snyder,Frances,04/02-06/14,OV,,Face-to-Face HUM,MWF,1000.0,1050.0,B,H,4,,19 	3
PHIL,112,Intro: Moral Issues,21082,45,45,0,Howard-Snyder,Frances,04/02-06/14,OV,,Face-to-Face HUM,MWF,1100.0,1150.0,B,H,4,,19 	3
PHIL,113,Intro: Philosophy of Religion,21166,45,39,6,Howard-Snyder,Dan,04/02-06/14,OV,,Face-to-Face HUM,MWF,1500.0,1550.0,B,H,4,,15 	3
PHIL,113,Intro: Philosophy of Religion,22481,45,34,11,Howard-Snyder,Dan,04/02-06/14,OV,,Face-to-Face HUM,MWF,1600.0,1650.0,B,H,4,,15 	3
PHIL,114,Intro: Knowledge & Reality,21167,45,45,0,Whitcomb,Dennis Porter,04/02-06/14,OV,,Face-to-Face HUM,TR,1200.0,1315.0,M,H,2,,35 	3
PHIL,114,Intro: Knowledge & Reality,21168,45,44,1,Whitcomb,Dennis Porter,04/02-06/14,OV,,Face-to-Face HUM,TR,1400.0,1515.0,M,H,1,,39 	3
PHIL,115,Environmental Ethics,21250,45,44,1,Lee,Christian Ryan,04/02-06/14,OV,,Face-to-Face HUM,MW,1000.0,1115.0,M,H,1,,39 	3
PHIL,201,Logic I,23401,106,61,45,Lee,Christian Ryan,04/02-06/14,OV,,Face-to-Face QSR,TR,1000.0,1115.0,F,R,2,,01 	3
PHIL,368,History of Phil:Kant-Post-Kant,23389,40,31,9,Hudson,Hud,04/02-06/14,OV,PHIL 366 or PHIL 367.,Face-to-Face,TR,1400.0,1515.0,B,H,3,,19 	3
PHIL,410,Theory of Knowledge II,20715,40,11,29,Howard-Snyder,Dan,04/02-06/14,OV,PHIL 310,Face-to-Face,TR,1600.0,1715.0,B,H,3,,19 	3
PHIL,417,Seminar in Philosophy,23390,15,8,7,Whitcomb,Dennis Porter,04/02-06/14,MJ OV,3 upper-division PHIL courses,Face-to-Face WP3,MW,1400.0,1515.0,B,H,1,,10 	3
PHIL,420,Ethical Theory II,22917,40,18,22,Howard-Snyder,Frances,04/02-06/14,OV,PHIL 320,Face-to-Face,MWF,1300.0,1350.0,M,H,2,,39 	3
PHIL,425,Philosophy of Mind,23391,40,29,11,Wasserman,Ryan Jon,04/02-06/14,MJ OV,PEH 440 and PEH 440P. New Time Physics Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face,F,1100.0,1150.0,CV,272,2,,72 	5	$10.00 Flat Fee
PHYS,102,Physics & Contemporary Issues,23408,40,36,4,Nelson,Madison Lee,04/02-06/14,OV,MATH 107 or higher or suitable math assessment score.,Face-to-Face SCI,MWF,1500.0,1550.0,C,F,0,,23 	3
PHYS,115,Principles of Physics II w/lab,21592,25,25,0,Sandelin,Kate,04/02-06/14,OV,PHYS 114 New Room,Face-to-Face LSCI,T,1000.0,1150.0,CF,315,1,,10 	5	$59.29 Flat Fee
PHYS,115,Principles of Physics II w/lab,21593,25,23,2,Sandelin,Kate,04/02-06/14,OV,PHYS 114 New Room,Face-to-Face LSCI,T,1200.0,1350.0,CF,315,1,,10 	5	$59.29 Flat Fee
PHYS,115,Principles of Physics II w/lab,21594,25,7,18,Sandelin,Kate,04/02-06/14,OV,PHYS 114 New Room,Face-to-Face LSCI,T,1400.0,1550.0,CF,315,1,,10 	5	$59.29 Flat Fee
PHYS,115,Principles of Physics II w/lab,21595,25,1,24,Sandelin,Kate,04/02-06/14,OV,PHYS 114 New Room,Face-to-Face LSCI,T,1600.0,1750.0,CF,315,1,,10 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,21596,13,17,-4,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Room,Face-to-Face LSCI,T,1000.0,1150.0,CF,307,1,,10 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,21597,13,17,-4,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Room,Face-to-Face LSCI,T,1200.0,1350.0,CF,307,1,,10 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,21598,13,16,-3,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Room,Face-to-Face LSCI,T,1400.0,1550.0,CF,307,1,,10 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,21599,13,14,-1,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Room,Face-to-Face LSCI,T,1000.0,1150.0,CF,307,1,,05 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,23378,13,13,0,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Room,Face-to-Face LSCI,T,1200.0,1350.0,CF,307,1,,05 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,23406,13,2,11,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Room,Face-to-Face LSCI,T,1400.0,1550.0,CF,307,1,,05 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,24217,13,6,7,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Section New Room,Face-to-Face LSCI,T,800.0,950.0,CF,307,1,,10 	5	$59.29 Flat Fee
PHYS,116,Principls of Physics III w/lab,24220,13,4,9,Roe,Ellis Turnbull,04/02-06/14,OV,PHYS 115 New Section New Room,Face-to-Face LSCI,T,800.0,950.0,CF,307,1,,05 	5	$59.29 Flat Fee
PHYS,162,Physics with Calculus II,20983,20,19,1,Huynh,Tra,04/02-06/14,OV,"PHYS 161; MATH 124 and MATH 125 or MATH 134 and MATH 135 or concurrent, or MATH 138.",Face-to-Face LSCI,R,800.0,950.0,CF,315,1,,25 	5	$65.22 Flat Fee
PHYS,162,Physics with Calculus II,20984,20,18,2,Huynh,Tra,04/02-06/14,OV,"PHYS 161; MATH 124 and MATH 125 or MATH 134 and MATH 135 or concurrent, or MATH 138.",Face-to-Face LSCI,R,1000.0,1150.0,CF,315,1,,25 	5	$65.22 Flat Fee
PHYS,162,Physics with Calculus II,21210,20,15,5,Huynh,Tra,04/02-06/14,OV,"PHYS 161; MATH 124 and MATH 125 or MATH 134 and MATH 135 or concurrent, or MATH 138.",Face-to-Face LSCI,R,1300.0,1450.0,CF,315,1,,25 	5	$65.22 Flat Fee
PHYS,162,Physics with Calculus II,21494,20,20,0,Nelson,Madison Lee,04/02-06/14,OV,"PHYS 161; MATH 124 and MATH 125 or MATH 134 and MATH 135 or concurrent, or MATH 138.",Face-to-Face LSCI,R,800.0,950.0,CF,307,1,,25 	5	$65.22 Flat Fee
PHYS,162,Physics with Calculus II,21495,20,20,0,Nelson,Madison Lee,04/02-06/14,OV,"PHYS 161; MATH 124 and MATH 125 or MATH 134 and MATH 135 or concurrent, or MATH 138.",Face-to-Face LSCI,R,1000.0,1150.0,CF,307,1,,25 	5	$65.22 Flat Fee
PHYS,162,Physics with Calculus II,21496,20,21,-1,Nelson,Madison Lee,04/02-06/14,OV,"PHYS 161; MATH 124 and MATH 125 or MATH 134 and MATH 135 or concurrent, or MATH 138.",Face-to-Face LSCI,R,1500.0,1650.0,CF,315,1,,25 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21498,20,20,0,Roser,Philipp Alexander,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,R,1000.0,1150.0,CF,302,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21499,20,19,1,Roser,Philipp Alexander,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,R,1300.0,1450.0,CF,302,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21500,20,18,2,Roser,Philipp Alexander,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,R,1500.0,1650.0,CF,302,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21501,20,20,0,Roser,Philipp Alexander,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,R,1000.0,1150.0,CF,310,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21502,20,20,0,Roser,Philipp Alexander,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,R,1300.0,1450.0,CF,310,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21503,20,20,0,Roser,Philipp Alexander,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,R,1500.0,1650.0,CF,310,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21504,20,19,1,Seda,Takele Bedassa,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138 New Room,Face-to-Face LSCI,T,1000.0,1150.0,CF,302,1,,25 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21505,20,16,4,Seda,Takele Bedassa,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138 New Room,Face-to-Face LSCI,T,1200.0,1350.0,CF,302,1,,25 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21506,20,15,5,Seda,Takele Bedassa,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138 New Room,Face-to-Face LSCI,T,1400.0,1550.0,CF,302,1,,25 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21578,20,20,0,Riemann,Andreas,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,T,1000.0,1150.0,CF,310,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21579,20,19,1,Riemann,Andreas,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,T,1200.0,1350.0,CF,310,1,,05 	5	$65.22 Flat Fee
PHYS,163,Physics with Calculus III,21591,20,20,0,Riemann,Andreas,04/02-06/14,OV,PHYS 162; MATH 124 and MATH 125 or MATH 134 and MATH 135 or MATH 138,Face-to-Face LSCI,T,1400.0,1550.0,CF,310,1,,05 	5	$65.22 Flat Fee
PHYS,225,Modern Physics II,20233,60,31,29,Sandelin,Kate,04/02-06/14,OV,PHYS 224; MATH 224; MATH 331. PHYS 300	Directed Independent Study	20316	3	0	3	Staff	04/02-06/14,Face-to-Face,MWF,1300.0,1350.0,C,F,1,,25 	3
PHYS,322,Fundamentals of Electronics,20953,12,7,4,From,Milton,04/02-06/14,OV,PHYS 163; PHYS 326; CSCI 140 or CSCI 141. New Time,Face-to-Face,R,900.0,1150.0,CF,311,2,,24 	4	$67.43 Flat Fee
PHYS,322,Fundamentals of Electronics,21805,12,13,-1,From,Milton,04/02-06/14,OV,PHYS 163; PHYS 326; CSCI 140 or CSCI 141. New Time,Face-to-Face,R,1400.0,1650.0,CF,311,2,,24 	4	$67.43 Flat Fee
PHYS,339,Optics,20655,30,17,13,Riemann,Andreas,04/02-06/14,OV,PHYS 163; PHYS 368,Face-to-Face,MWF,900.0,950.0,C,F,2,,24 	3
PHYS,344,Relativity,23407,30,17,13,Rahmani,Armin,04/02-06/14,OV,PHYS 224,Face-to-Face,MWF,1100.0,1150.0,C,F,1,,10 	3
PHYS,345,Quantum Computing,23409,30,14,16,Rahmani,Armin,04/02-06/14,OV,MATH 204; CSCI 140 or CSCI 141.,Face-to-Face,MWF,1400.0,1450.0,C,F,2,,31 	3
PHYS,369,Electromagnetism II,20129,30,17,13,Seda,Takele Bedassa,04/02-06/14,OV,PHYS 368; MATH 304; MATH 331.,Face-to-Face,MWF,2400.0,2450.0,C,F,2,,24 	3
PHYS,391,Junior Lab,22786,5,4,1,From,Milton,04/02-06/14,OV,PHYS 225; PHYS 322; PHYS 326.,Face-to-Face,T,2200.0,2450.0,CF,010,2,,24 	3	$67.43 Flat Fee
PHYS,391,Junior Lab,22787,5,1,4,From,Milton,04/02-06/14,OV,PHYS 225; PHYS 322; PHYS 326. PHYS 400	Directed Independent Study	20291	3	0	3	Staff	04/02-06/14,Face-to-Face,R,2200.0,2450.0,CF,010,2,,24 	3	$67.43 Flat Fee
PHYS,486,Computational Physics,20962,20,16,4,Covey,Kevin R.,04/02-06/14,OV,PHYS 326; PHYS 363; PHYS 368; CSCI 140 or CSCI 141.,Face-to-Face,MWF,1000.0,1050.0,C,F,3,,12 	3
PHYS,491,Independent Research,20516,3,0,3,Boudreaux,Andrew,04/02-06/14,SR OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,20558,5,0,5,Riemann,Andreas,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,20981,5,0,5,Seda,Takele Bedassa,04/02-06/14,SR OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,20982,5,0,5,From,Milton,04/02-06/14,SR OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,21270,3,0,3,Rice,Melissa Susanne,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,21271,3,3,0,Covey,Kevin R.,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,21272,3,0,3,Peden,Brandon March,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,21571,3,1,2,Rahmani,Armin,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,21619,3,1,2,Rines,Ken,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,22023,3,0,3,Huynh,Tra,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,22458,3,4,-1,Fleischer,Svenja Marie,04/02-06/14,OV,Permission of instructor.,,,,,,,,,
PHYS,491,Independent Research,23418,3,1,2,Boujibar,Asmaa,04/02-06/14,OV,Permission of instructor. Political Science Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,,,,,,,,,
PLSC,101,Gvrnmnt&Poltcs/Mod Wrld,23564,50,49,1,Bowers,Melanie,04/02-06/14,OV,+ arr,Face-to-Face SSC,TR,1000.0,1150.0,E,S,1,,00 	5
PLSC,250,American Politicl Systm,21287,50,46,4,Alamillo,Rudy,04/02-06/14,OV,+ arr New Time New Room,Face-to-Face SSC,MWF,2330.0,2450.0,H,H,3,,53 	5
PLSC,250,American Politicl Systm,21585,50,39,11,Destler,Kate,04/02-06/14,OV,,Face-to-Face SSC,MWF,1300.0,1420.0,A,W,3,,04 	5
PLSC,261,Intro to Political Theory,22253,50,48,2,Beard,Lisa,04/02-06/14,OV,+ arr,Face-to-Face HUM,MWF,1000.0,1120.0,A,H,0,,04 	5
